# x 	 f(x) 
1.770 	 0.157 
1.780 	 0.158 
1.790 	 0.160 
1.800 	 0.162 
1.810 	 0.164 
1.820 	 0.166 
1.830 	 0.167 
1.840 	 0.169 
1.850 	 0.171 
1.860 	 0.173 
1.870 	 0.175 
1.880 	 0.177 
1.890 	 0.179 
1.900 	 0.180 
1.910 	 0.182 
1.920 	 0.184 
1.930 	 0.186 
1.940 	 0.188 
1.950 	 0.190 
1.960 	 0.192 
1.970 	 0.194 
1.980 	 0.196 
1.990 	 0.198 
2.000 	 0.200 
2.010 	 0.202 
2.020 	 0.204 
2.030 	 0.206 
2.040 	 0.208 
2.050 	 0.210 
2.060 	 0.212 
2.070 	 0.214 
2.080 	 0.216 
2.090 	 0.218 
2.100 	 0.220 
2.110 	 0.223 
2.120 	 0.225 
2.130 	 0.227 
2.140 	 0.229 
2.150 	 0.231 
2.160 	 0.233 
2.170 	 0.235 
2.180 	 0.238 
2.190 	 0.240 
2.200 	 0.242 
2.210 	 0.244 
2.220 	 0.246 
2.230 	 0.249 
2.240 	 0.251 
2.250 	 0.253 
2.260 	 0.255 
2.270 	 0.258 
2.280 	 0.260 
2.290 	 0.262 
2.300 	 0.264 
2.310 	 0.267 
2.320 	 0.269 
2.330 	 0.271 
2.340 	 0.274 
2.350 	 0.276 
2.360 	 0.278 
2.370 	 0.281 
2.380 	 0.283 
2.390 	 0.286 
2.400 	 0.288 
2.410 	 0.290 
2.420 	 0.293 
2.430 	 0.295 
2.440 	 0.298 
2.450 	 0.300 
2.460 	 0.303 
2.470 	 0.305 
2.480 	 0.308 
2.490 	 0.310 
2.500 	 0.312 
2.510 	 0.315 
2.520 	 0.318 
2.530 	 0.320 
2.540 	 0.323 
2.550 	 0.325 
2.560 	 0.328 
2.570 	 0.330 
2.580 	 0.333 
2.590 	 0.335 
2.600 	 0.338 
2.610 	 0.341 
2.620 	 0.343 
2.630 	 0.346 
2.640 	 0.348 
2.650 	 0.351 
2.660 	 0.354 
2.670 	 0.356 
2.680 	 0.359 
2.690 	 0.362 
2.700 	 0.364 
2.710 	 0.367 
2.720 	 0.370 
2.730 	 0.373 
2.740 	 0.375 
2.750 	 0.378 
2.760 	 0.381 
2.770 	 0.384 
2.780 	 0.386 
2.790 	 0.389 
2.800 	 0.392 
2.810 	 0.395 
2.820 	 0.398 
2.830 	 0.400 
2.840 	 0.403 
2.850 	 0.406 
2.860 	 0.409 
2.870 	 0.412 
2.880 	 0.415 
2.890 	 0.418 
2.900 	 0.420 
2.910 	 0.423 
2.920 	 0.426 
2.930 	 0.429 
2.940 	 0.432 
2.950 	 0.435 
2.960 	 0.438 
2.970 	 0.441 
2.980 	 0.444 
2.990 	 0.447 
3.000 	 0.450 
3.010 	 0.453 
3.020 	 0.456 
3.030 	 0.459 
3.040 	 0.462 
3.050 	 0.465 
3.060 	 0.468 
3.070 	 0.471 
3.080 	 0.474 
3.090 	 0.477 
3.100 	 0.480 
3.110 	 0.484 
3.120 	 0.487 
3.130 	 0.490 
3.140 	 0.493 
3.150 	 0.496 
3.160 	 0.499 
3.170 	 0.502 
3.180 	 0.506 
3.190 	 0.509 
3.200 	 0.512 
3.210 	 0.515 
3.220 	 0.518 
3.230 	 0.522 
3.240 	 0.525 
3.250 	 0.528 
3.260 	 0.531 
3.270 	 0.535 
3.280 	 0.538 
3.290 	 0.541 
3.300 	 0.544 
3.310 	 0.548 
3.320 	 0.551 
3.330 	 0.554 
3.340 	 0.558 
3.350 	 0.561 
3.360 	 0.564 
3.370 	 0.568 
3.380 	 0.571 
3.390 	 0.575 
3.400 	 0.578 
3.410 	 0.581 
3.420 	 0.585 
3.430 	 0.588 
3.440 	 0.592 
3.450 	 0.595 
3.460 	 0.599 
3.470 	 0.602 
3.480 	 0.606 
3.490 	 0.609 
3.500 	 0.612 
3.510 	 0.616 
3.520 	 0.620 
3.530 	 0.623 
3.540 	 0.627 
3.550 	 0.630 
3.560 	 0.634 
3.570 	 0.637 
3.580 	 0.641 
3.590 	 0.644 
3.600 	 0.648 
3.610 	 0.652 
3.620 	 0.655 
3.630 	 0.659 
3.640 	 0.662 
3.650 	 0.666 
3.660 	 0.670 
3.670 	 0.673 
3.680 	 0.677 
3.690 	 0.681 
3.700 	 0.684 
3.710 	 0.688 
3.720 	 0.692 
3.730 	 0.696 
3.740 	 0.699 
3.750 	 0.703 
3.760 	 0.707 
3.770 	 0.711 
3.780 	 0.714 
3.790 	 0.718 
3.800 	 0.722 
3.810 	 0.726 
3.820 	 0.730 
3.830 	 0.733 
3.840 	 0.737 
3.850 	 0.741 
3.860 	 0.745 
3.870 	 0.749 
3.880 	 0.753 
3.890 	 0.757 
3.900 	 0.760 
3.910 	 0.764 
3.920 	 0.768 
3.930 	 0.772 
3.940 	 0.776 
3.950 	 0.780 
3.960 	 0.784 
3.970 	 0.788 
3.980 	 0.792 
3.990 	 0.796 
4.000 	 0.800 
4.010 	 0.804 
4.020 	 0.808 
4.030 	 0.812 
4.040 	 0.816 
4.050 	 0.820 
4.060 	 0.824 
4.070 	 0.828 
4.080 	 0.832 
4.090 	 0.836 
4.100 	 0.840 
4.110 	 0.845 
4.120 	 0.849 
4.130 	 0.853 
4.140 	 0.857 
4.150 	 0.861 
4.160 	 0.865 
4.170 	 0.869 
4.180 	 0.874 
4.190 	 0.878 
4.200 	 0.882 
4.210 	 0.886 
4.220 	 0.890 
4.230 	 0.895 
4.240 	 0.899 
4.250 	 0.903 
4.260 	 0.907 
4.270 	 0.912 
4.280 	 0.916 
4.290 	 0.920 
4.300 	 0.924 
4.310 	 0.929 
4.320 	 0.933 
4.330 	 0.937 
4.340 	 0.942 
4.350 	 0.946 
4.360 	 0.950 
4.370 	 0.955 
4.380 	 0.959 
4.390 	 0.964 
4.400 	 0.968 
4.410 	 0.972 
4.420 	 0.977 
4.430 	 0.981 
4.440 	 0.986 
4.450 	 0.990 
4.460 	 0.995 
4.470 	 0.999 
4.480 	 1.004 
4.490 	 1.008 
4.500 	 1.012 
4.510 	 1.017 
4.520 	 1.022 
4.530 	 1.026 
4.540 	 1.031 
4.550 	 1.035 
4.560 	 1.040 
4.570 	 1.044 
4.580 	 1.049 
4.590 	 1.053 
4.600 	 1.058 
4.610 	 1.063 
4.620 	 1.067 
4.630 	 1.072 
4.640 	 1.076 
4.650 	 1.081 
4.660 	 1.086 
4.670 	 1.090 
4.680 	 1.095 
4.690 	 1.100 
4.700 	 1.104 
4.710 	 1.109 
4.720 	 1.114 
4.730 	 1.119 
4.740 	 1.123 
4.750 	 1.128 
4.760 	 1.133 
4.770 	 1.138 
4.780 	 1.142 
4.790 	 1.147 
4.800 	 1.152 
4.810 	 1.157 
4.820 	 1.162 
4.830 	 1.166 
4.840 	 1.171 
4.850 	 1.176 
4.860 	 1.181 
4.870 	 1.186 
4.880 	 1.191 
4.890 	 1.196 
4.900 	 1.200 
4.910 	 1.205 
4.920 	 1.210 
4.930 	 1.215 
4.940 	 1.220 
4.950 	 1.225 
4.960 	 1.230 
4.970 	 1.235 
4.980 	 1.240 
4.990 	 1.245 
5.000 	 1.250 
5.010 	 1.255 
5.020 	 1.260 
5.030 	 1.265 
5.040 	 1.270 
5.050 	 1.275 
5.060 	 1.280 
5.070 	 1.285 
5.080 	 1.290 
5.090 	 1.295 
5.100 	 1.300 
5.110 	 1.306 
5.120 	 1.311 
5.130 	 1.316 
5.140 	 1.321 
5.150 	 1.326 
5.160 	 1.331 
5.170 	 1.336 
5.180 	 1.342 
5.190 	 1.347 
5.200 	 1.352 
5.210 	 1.357 
5.220 	 1.362 
5.230 	 1.368 
5.240 	 1.373 
5.250 	 1.378 
5.260 	 1.383 
5.270 	 1.389 
5.280 	 1.394 
5.290 	 1.399 
5.300 	 1.404 
5.310 	 1.410 
5.320 	 1.415 
5.330 	 1.420 
5.340 	 1.426 
5.350 	 1.431 
5.360 	 1.436 
5.370 	 1.442 
5.380 	 1.447 
5.390 	 1.453 
5.400 	 1.458 
5.410 	 1.463 
5.420 	 1.469 
5.430 	 1.474 
5.440 	 1.480 
5.450 	 1.485 
5.460 	 1.491 
5.470 	 1.496 
5.480 	 1.502 
5.490 	 1.507 
5.500 	 1.512 
5.510 	 1.518 
5.520 	 1.524 
5.530 	 1.529 
5.540 	 1.535 
5.550 	 1.540 
5.560 	 1.546 
5.570 	 1.551 
5.580 	 1.557 
5.590 	 1.562 
5.600 	 1.568 
5.610 	 1.574 
5.620 	 1.579 
5.630 	 1.585 
5.640 	 1.590 
5.650 	 1.596 
5.660 	 1.602 
5.670 	 1.607 
5.680 	 1.613 
5.690 	 1.619 
5.700 	 1.624 
5.710 	 1.630 
5.720 	 1.636 
5.730 	 1.642 
5.740 	 1.647 
5.750 	 1.653 
5.760 	 1.659 
5.770 	 1.665 
5.780 	 1.670 
5.790 	 1.676 
5.800 	 1.682 
5.810 	 1.688 
5.820 	 1.694 
5.830 	 1.699 
5.840 	 1.705 
5.850 	 1.711 
5.860 	 1.717 
5.870 	 1.723 
5.880 	 1.729 
5.890 	 1.735 
5.900 	 1.740 
5.910 	 1.746 
5.920 	 1.752 
5.930 	 1.758 
5.940 	 1.764 
5.950 	 1.770 
5.960 	 1.776 
5.970 	 1.782 
5.980 	 1.788 
5.990 	 1.794 
6.000 	 1.800 
6.010 	 1.806 
6.020 	 1.812 
6.030 	 1.818 
6.040 	 1.824 
6.050 	 1.830 
6.060 	 1.836 
6.070 	 1.842 
6.080 	 1.848 
6.090 	 1.854 
6.100 	 1.860 
6.110 	 1.867 
6.120 	 1.873 
6.130 	 1.879 
6.140 	 1.885 
6.150 	 1.891 
6.160 	 1.897 
6.170 	 1.903 
6.180 	 1.910 
6.190 	 1.916 
6.200 	 1.922 
6.210 	 1.928 
6.220 	 1.934 
6.230 	 1.941 
6.240 	 1.947 
6.250 	 1.953 
6.260 	 1.959 
6.270 	 1.966 
6.280 	 1.972 
6.290 	 1.978 
6.300 	 1.984 
6.310 	 1.991 
6.320 	 1.997 
6.330 	 2.003 
6.340 	 2.010 
6.350 	 2.016 
6.360 	 2.022 
6.370 	 2.029 
6.380 	 2.035 
6.390 	 2.042 
6.400 	 2.048 
6.410 	 2.054 
6.420 	 2.061 
6.430 	 2.067 
6.440 	 2.074 
6.450 	 2.080 
6.460 	 2.087 
6.470 	 2.093 
6.480 	 2.100 
6.490 	 2.106 
6.500 	 2.112 
6.510 	 2.119 
6.520 	 2.126 
6.530 	 2.132 
6.540 	 2.139 
6.550 	 2.145 
6.560 	 2.152 
6.570 	 2.158 
6.580 	 2.165 
6.590 	 2.171 
6.600 	 2.178 
6.610 	 2.185 
6.620 	 2.191 
6.630 	 2.198 
6.640 	 2.204 
6.650 	 2.211 
6.660 	 2.218 
6.670 	 2.224 
6.680 	 2.231 
6.690 	 2.238 
6.700 	 2.244 
6.710 	 2.251 
6.720 	 2.258 
6.730 	 2.265 
6.740 	 2.271 
6.750 	 2.278 
6.760 	 2.285 
6.770 	 2.292 
6.780 	 2.298 
6.790 	 2.305 
6.800 	 2.312 
6.810 	 2.319 
6.820 	 2.326 
6.830 	 2.332 
6.840 	 2.339 
6.850 	 2.346 
6.860 	 2.353 
6.870 	 2.360 
6.880 	 2.367 
6.890 	 2.374 
6.900 	 2.380 
6.910 	 2.387 
6.920 	 2.394 
6.930 	 2.401 
6.940 	 2.408 
6.950 	 2.415 
6.960 	 2.422 
6.970 	 2.429 
6.980 	 2.436 
6.990 	 2.443 
7.000 	 2.450 
7.010 	 2.457 
7.020 	 2.464 
7.030 	 2.471 
7.040 	 2.478 
7.050 	 2.485 
7.060 	 2.492 
7.070 	 2.499 
7.080 	 2.506 
7.090 	 2.513 
7.100 	 2.520 
7.110 	 2.528 
7.120 	 2.535 
7.130 	 2.542 
7.140 	 2.549 
7.150 	 2.556 
7.160 	 2.563 
7.170 	 2.570 
7.180 	 2.578 
7.190 	 2.585 
7.200 	 2.592 
7.210 	 2.599 
7.220 	 2.606 
7.230 	 2.614 
7.240 	 2.621 
7.250 	 2.628 
7.260 	 2.635 
7.270 	 2.643 
7.280 	 2.650 
7.290 	 2.657 
7.300 	 2.664 
7.310 	 2.672 
7.320 	 2.679 
7.330 	 2.686 
7.340 	 2.694 
7.350 	 2.701 
7.360 	 2.708 
7.370 	 2.716 
7.380 	 2.723 
7.390 	 2.731 
7.400 	 2.738 
7.410 	 2.745 
7.420 	 2.753 
7.430 	 2.760 
7.440 	 2.768 
7.450 	 2.775 
7.460 	 2.783 
7.470 	 2.790 
7.480 	 2.798 
7.490 	 2.805 
7.500 	 2.812 
7.510 	 2.820 
7.520 	 2.828 
7.530 	 2.835 
7.540 	 2.843 
7.550 	 2.850 
7.560 	 2.858 
7.570 	 2.865 
7.580 	 2.873 
7.590 	 2.880 
7.600 	 2.888 
7.610 	 2.896 
7.620 	 2.903 
7.630 	 2.911 
7.640 	 2.918 
7.650 	 2.926 
7.660 	 2.934 
7.670 	 2.941 
7.680 	 2.949 
7.690 	 2.957 
7.700 	 2.964 
7.710 	 2.972 
7.720 	 2.980 
7.730 	 2.988 
7.740 	 2.995 
7.750 	 3.003 
7.760 	 3.011 
7.770 	 3.019 
7.780 	 3.026 
7.790 	 3.034 
7.800 	 3.042 
7.810 	 3.050 
7.820 	 3.058 
7.830 	 3.065 
7.840 	 3.073 
7.850 	 3.081 
7.860 	 3.089 
7.870 	 3.097 
7.880 	 3.105 
7.890 	 3.113 
7.900 	 3.120 
7.910 	 3.128 
7.920 	 3.136 
7.930 	 3.144 
7.940 	 3.152 
7.950 	 3.160 
7.960 	 3.168 
7.970 	 3.176 
7.980 	 3.184 
7.990 	 3.192 
8.000 	 3.200 
8.010 	 3.208 
8.020 	 3.216 
8.030 	 3.224 
8.040 	 3.232 
8.050 	 3.240 
8.060 	 3.248 
8.070 	 3.256 
8.080 	 3.264 
8.090 	 3.272 
8.100 	 3.280 
8.110 	 3.289 
8.120 	 3.297 
8.130 	 3.305 
8.140 	 3.313 
8.150 	 3.321 
8.160 	 3.329 
8.170 	 3.337 
8.180 	 3.346 
8.190 	 3.354 
8.200 	 3.362 
8.210 	 3.370 
8.220 	 3.378 
8.230 	 3.387 
8.240 	 3.395 
8.250 	 3.403 
8.260 	 3.411 
8.270 	 3.420 
8.280 	 3.428 
8.290 	 3.436 
8.300 	 3.444 
8.310 	 3.453 
8.320 	 3.461 
8.330 	 3.469 
8.340 	 3.478 
8.350 	 3.486 
8.360 	 3.494 
8.370 	 3.503 
8.380 	 3.511 
8.390 	 3.520 
8.400 	 3.528 
8.410 	 3.536 
8.420 	 3.545 
8.430 	 3.553 
8.440 	 3.562 
8.450 	 3.570 
8.460 	 3.579 
8.470 	 3.587 
8.480 	 3.596 
8.490 	 3.604 
8.500 	 3.612 
8.510 	 3.621 
8.520 	 3.630 
8.530 	 3.638 
8.540 	 3.647 
8.550 	 3.655 
8.560 	 3.664 
8.570 	 3.672 
8.580 	 3.681 
8.590 	 3.689 
8.600 	 3.698 
8.610 	 3.707 
8.620 	 3.715 
8.630 	 3.724 
8.640 	 3.732 
8.650 	 3.741 
8.660 	 3.750 
8.670 	 3.758 
8.680 	 3.767 
8.690 	 3.776 
8.700 	 3.784 
8.710 	 3.793 
8.720 	 3.802 
8.730 	 3.811 
8.740 	 3.819 
8.750 	 3.828 
8.760 	 3.837 
8.770 	 3.846 
8.780 	 3.854 
8.790 	 3.863 
8.800 	 3.872 
8.810 	 3.881 
8.820 	 3.890 
8.830 	 3.898 
8.840 	 3.907 
8.850 	 3.916 
8.860 	 3.925 
8.870 	 3.934 
8.880 	 3.943 
8.890 	 3.952 
8.900 	 3.960 
8.910 	 3.969 
8.920 	 3.978 
8.930 	 3.987 
8.940 	 3.996 
8.950 	 4.005 
8.960 	 4.014 
8.970 	 4.023 
8.980 	 4.032 
8.990 	 4.041 
9.000 	 4.050 
9.010 	 4.059 
9.020 	 4.068 
9.030 	 4.077 
9.040 	 4.086 
9.050 	 4.095 
9.060 	 4.104 
9.070 	 4.113 
9.080 	 4.122 
9.090 	 4.131 
9.100 	 4.140 
9.110 	 4.150 
9.120 	 4.159 
9.130 	 4.168 
9.140 	 4.177 
9.150 	 4.186 
9.160 	 4.195 
9.170 	 4.204 
9.180 	 4.214 
9.190 	 4.223 
9.200 	 4.232 
9.210 	 4.241 
9.220 	 4.250 
9.230 	 4.260 
9.240 	 4.269 
9.250 	 4.278 
9.260 	 4.287 
9.270 	 4.297 
9.280 	 4.306 
9.290 	 4.315 
9.300 	 4.324 
9.310 	 4.334 
9.320 	 4.343 
9.330 	 4.352 
9.340 	 4.362 
9.350 	 4.371 
9.360 	 4.380 
9.370 	 4.390 
9.380 	 4.399 
9.390 	 4.409 
9.400 	 4.418 
9.410 	 4.427 
9.420 	 4.437 
9.430 	 4.446 
9.440 	 4.456 
9.450 	 4.465 
9.460 	 4.475 
9.470 	 4.484 
9.480 	 4.494 
9.490 	 4.503 
9.500 	 4.512 
9.510 	 4.522 
9.520 	 4.532 
9.530 	 4.541 
9.540 	 4.551 
9.550 	 4.560 
9.560 	 4.570 
9.570 	 4.579 
9.580 	 4.589 
9.590 	 4.598 
9.600 	 4.608 
9.610 	 4.618 
9.620 	 4.627 
9.630 	 4.637 
9.640 	 4.646 
9.650 	 4.656 
9.660 	 4.666 
9.670 	 4.675 
9.680 	 4.685 
9.690 	 4.695 
9.700 	 4.704 
9.710 	 4.714 
9.720 	 4.724 
9.730 	 4.734 
9.740 	 4.743 
9.750 	 4.753 
9.760 	 4.763 
9.770 	 4.773 
9.780 	 4.782 
9.790 	 4.792 
9.800 	 4.802 
9.810 	 4.812 
9.820 	 4.822 
9.830 	 4.831 
9.840 	 4.841 
9.850 	 4.851 
9.860 	 4.861 
9.870 	 4.871 
9.880 	 4.881 
9.890 	 4.891 
9.900 	 4.900 
9.910 	 4.910 
9.920 	 4.920 
9.930 	 4.930 
9.940 	 4.940 
9.950 	 4.950 
9.960 	 4.960 
9.970 	 4.970 
9.980 	 4.980 
9.990 	 4.990 
10.000 	 5.000 
